incident_id,timestamp,status,threat_id,threat_name,threat_type,severity,asset_id,asset_name,asset_type,asset_owner_department,asset_vulnerability_score,employee_id,emp_name,emp_department,emp_security_training,time_to_resolve_hours,data_breached_gb,financial_impact_k,description
2643,2022-11-30 12:47:02.560393,Resolved,1,Phishing,Social Engineering,3,19,"Engineer,materials Database 19",Workstation,Consultingcivilengineer,3,13,Anita Wright,Fieldseismologist,Completed,13,0.0,15.14,"Threat: Phishing; Type: Social Engineering; Asset: Engineer,materials Database 19 (Workstation); User: Anita Wright; Severity: 3"
3296,2022-12-01 01:25:04.560393,Resolved,2,Malware,Malicious Code,6,37,Fieldseismologist Workstation 37,Database,Gamesdeveloper,3,8,Alyssa Carpenter,"Administrator,CivilService",Pending,44,12.09,242.17,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Workstation 37 (Database); User: Alyssa Carpenter; Severity: 6
1984,2022-12-01 01:28:51.560393,Resolved,1,Phishing,Social Engineering,3,24,Consultingcivilengineer Workstation 24,Cloud Storage,"Physicist,medical",6,9,Emily Soto,Themeparkmanager,Pending,22,26.18,171.64,Threat: Phishing; Type: Social Engineering; Asset: Consultingcivilengineer Workstation 24 (Cloud Storage); User: Emily Soto; Severity: 3
2964,2022-12-01 10:25:29.560393,Resolved,1,Phishing,Social Engineering,3,5,Planninganddevelopmentsurveyor Database 5,Database,Purchasingmanager,1,8,Alyssa Carpenter,"Administrator,CivilService",Pending,7,3.62,112.26,Threat: Phishing; Type: Social Engineering; Asset: Planninganddevelopmentsurveyor Database 5 (Database); User: Alyssa Carpenter; Severity: 3
3312,2022-12-02 04:21:53.560393,Resolved,5,Insider Threat,Insider,9,30,Electricalengineer Cloud Storage 30,Workstation,Purchasingmanager,2,5,Megan Garcia,"Physicist,medical",Completed,759,0.0,42.61,Threat: Insider Threat; Type: Insider; Asset: Electricalengineer Cloud Storage 30 (Workstation); User: Megan Garcia; Severity: 9
1867,2022-12-02 11:35:21.560393,Resolved,1,Phishing,Social Engineering,3,22,Electricalengineer Cloud Storage 22,Database,"Engineer,materials",4,5,Megan Garcia,"Physicist,medical",Completed,47,0.0,45.19,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Cloud Storage 22 (Database); User: Megan Garcia; Severity: 3
4892,2022-12-02 14:48:54.560393,Resolved,1,Phishing,Social Engineering,3,38,Themeparkmanager Database 38,Database,Childpsychotherapist,2,5,Megan Garcia,"Physicist,medical",Completed,12,0.0,12.43,Threat: Phishing; Type: Social Engineering; Asset: Themeparkmanager Database 38 (Database); User: Megan Garcia; Severity: 3
3238,2022-12-03 06:21:21.560393,Resolved,2,Malware,Malicious Code,6,49,Electricalengineer Cloud Storage 49,Cloud Storage,Electricalengineer,3,10,Eric Perez,Childpsychotherapist,Completed,144,17.07,978.15,Threat: Malware; Type: Malicious Code; Asset: Electricalengineer Cloud Storage 49 (Cloud Storage); User: Eric Perez; Severity: 6
2383,2022-12-03 07:44:07.560393,Closed,2,Malware,Malicious Code,6,11,Themeparkmanager Database 11,Database,Miningengineer,1,2,Angela Sanchez,Gamesdeveloper,Completed,81,2.64,76.58,Threat: Malware; Type: Malicious Code; Asset: Themeparkmanager Database 11 (Database); User: Angela Sanchez; Severity: 6
4457,2022-12-03 20:05:14.560393,Closed,2,Malware,Malicious Code,6,43,Electricalengineer Workstation 43,Workstation,Childpsychotherapist,6,2,Angela Sanchez,Gamesdeveloper,Completed,270,49.54,2074.13,Threat: Malware; Type: Malicious Code; Asset: Electricalengineer Workstation 43 (Workstation); User: Angela Sanchez; Severity: 6
3799,2022-12-03 23:13:29.560393,Resolved,5,Insider Threat,Insider,9,37,Fieldseismologist Workstation 37,Database,Gamesdeveloper,3,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,216,0.0,114.72,Threat: Insider Threat; Type: Insider; Asset: Fieldseismologist Workstation 37 (Database); User: Ashley Lester; Severity: 9
1880,2022-12-06 09:00:00.560393,Resolved,2,Malware,Malicious Code,6,16,Databaseadministrator Workstation 16,Server,Purchasingmanager,3,10,Eric Perez,Childpsychotherapist,Completed,16,0.0,19.52,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Workstation 16 (Server); User: Eric Perez; Severity: 6
4542,2022-12-06 09:23:17.560393,Resolved,1,Phishing,Social Engineering,3,1,Fieldseismologist Database 1,Database,Databaseadministrator,1,4,Christopher Miller,"Engineer,materials",Completed,20,0.0,14.36,Threat: Phishing; Type: Social Engineering; Asset: Fieldseismologist Database 1 (Database); User: Christopher Miller; Severity: 3
4516,2022-12-06 12:36:14.560393,Closed,1,Phishing,Social Engineering,3,7,Fieldseismologist Server 7,Workstation,Miningengineer,1,4,Christopher Miller,"Engineer,materials",Completed,105,0.0,29.01,Threat: Phishing; Type: Social Engineering; Asset: Fieldseismologist Server 7 (Workstation); User: Christopher Miller; Severity: 3
439,2022-12-06 13:24:37.560393,Resolved,2,Malware,Malicious Code,6,35,Gamesdeveloper Cloud Storage 35,Workstation,Consultingcivilengineer,5,13,Anita Wright,Fieldseismologist,Completed,97,31.02,549.58,Threat: Malware; Type: Malicious Code; Asset: Gamesdeveloper Cloud Storage 35 (Workstation); User: Anita Wright; Severity: 6
1641,2022-12-06 20:43:06.560393,Closed,1,Phishing,Social Engineering,3,43,Electricalengineer Workstation 43,Workstation,Childpsychotherapist,6,9,Emily Soto,Themeparkmanager,Pending,39,0.0,11.57,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Workstation 43 (Workstation); User: Emily Soto; Severity: 3
1663,2022-12-07 08:25:19.560393,Resolved,2,Malware,Malicious Code,6,19,"Engineer,materials Database 19",Workstation,Consultingcivilengineer,3,12,Tony Williams,"Engineer,materials",Completed,84,35.2,623.79,"Threat: Malware; Type: Malicious Code; Asset: Engineer,materials Database 19 (Workstation); User: Tony Williams; Severity: 6"
351,2022-12-07 09:16:06.560393,Resolved,1,Phishing,Social Engineering,3,10,Electricalengineer Database 10,Server,"Physicist,medical",1,8,Alyssa Carpenter,"Administrator,CivilService",Pending,11,0.0,16.58,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Database 10 (Server); User: Alyssa Carpenter; Severity: 3
3714,2022-12-07 09:41:01.560393,Resolved,3,Ransomware,Malicious Code,10,25,Gamesdeveloper Cloud Storage 25,Workstation,Electricalengineer,1,6,Jeremy Allen,Databaseadministrator,Pending,170,41.88,456.5,Threat: Ransomware; Type: Malicious Code; Asset: Gamesdeveloper Cloud Storage 25 (Workstation); User: Jeremy Allen; Severity: 10
552,2022-12-08 05:39:38.560393,Resolved,1,Phishing,Social Engineering,3,44,Purchasingmanager Server 44,Database,Fieldseismologist,1,2,Angela Sanchez,Gamesdeveloper,Completed,40,1.84,34.9,Threat: Phishing; Type: Social Engineering; Asset: Purchasingmanager Server 44 (Database); User: Angela Sanchez; Severity: 3
2901,2022-12-08 15:14:48.560393,Resolved,2,Malware,Malicious Code,6,48,Planninganddevelopmentsurveyor Cloud Storage 48,Server,Gamesdeveloper,1,3,Veronica Fitzgerald,Purchasingmanager,Completed,84,0.0,35.84,Threat: Malware; Type: Malicious Code; Asset: Planninganddevelopmentsurveyor Cloud Storage 48 (Server); User: Veronica Fitzgerald; Severity: 6
829,2022-12-09 04:24:42.560393,Resolved,1,Phishing,Social Engineering,3,49,Electricalengineer Cloud Storage 49,Cloud Storage,Electricalengineer,3,10,Eric Perez,Childpsychotherapist,Completed,64,0.0,19.88,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Cloud Storage 49 (Cloud Storage); User: Eric Perez; Severity: 3
3283,2022-12-09 10:22:50.560393,Resolved,2,Malware,Malicious Code,6,35,Gamesdeveloper Cloud Storage 35,Workstation,Consultingcivilengineer,5,8,Alyssa Carpenter,"Administrator,CivilService",Pending,39,0.0,22.32,Threat: Malware; Type: Malicious Code; Asset: Gamesdeveloper Cloud Storage 35 (Workstation); User: Alyssa Carpenter; Severity: 6
4319,2022-12-09 19:59:18.560393,Resolved,2,Malware,Malicious Code,6,16,Databaseadministrator Workstation 16,Server,Purchasingmanager,3,15,Amy Lawrence,Miningengineer,Completed,158,19.78,804.13,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Workstation 16 (Server); User: Amy Lawrence; Severity: 6
4101,2022-12-11 08:44:43.560393,Investigating,2,Malware,Malicious Code,6,48,Planninganddevelopmentsurveyor Cloud Storage 48,Server,Gamesdeveloper,1,6,Jeremy Allen,Databaseadministrator,Pending,67,0.0,18.73,Threat: Malware; Type: Malicious Code; Asset: Planninganddevelopmentsurveyor Cloud Storage 48 (Server); User: Jeremy Allen; Severity: 6
1690,2022-12-11 08:50:13.560393,Resolved,1,Phishing,Social Engineering,3,28,"Administrator,CivilService Server 28",Server,"Physicist,medical",1,15,Amy Lawrence,Miningengineer,Completed,18,3.75,105.43,"Threat: Phishing; Type: Social Engineering; Asset: Administrator,CivilService Server 28 (Server); User: Amy Lawrence; Severity: 3"
4359,2022-12-12 00:04:49.560393,Resolved,1,Phishing,Social Engineering,3,2,"Engineer,materials Database 2",Workstation,Databaseadministrator,7,10,Eric Perez,Childpsychotherapist,Completed,32,28.83,391.21,"Threat: Phishing; Type: Social Engineering; Asset: Engineer,materials Database 2 (Workstation); User: Eric Perez; Severity: 3"
2935,2022-12-12 07:33:31.560393,Closed,2,Malware,Malicious Code,6,28,"Administrator,CivilService Server 28",Server,"Physicist,medical",1,3,Veronica Fitzgerald,Purchasingmanager,Completed,45,0.0,20.48,"Threat: Malware; Type: Malicious Code; Asset: Administrator,CivilService Server 28 (Server); User: Veronica Fitzgerald; Severity: 6"
1845,2022-12-12 08:47:50.560393,Resolved,1,Phishing,Social Engineering,3,38,Themeparkmanager Database 38,Database,Childpsychotherapist,2,11,Shaun Ortega,Clinicalresearchassociate,Completed,8,0.0,20.65,Threat: Phishing; Type: Social Engineering; Asset: Themeparkmanager Database 38 (Database); User: Shaun Ortega; Severity: 3
1600,2022-12-12 10:16:56.560393,Resolved,5,Insider Threat,Insider,9,25,Gamesdeveloper Cloud Storage 25,Workstation,Electricalengineer,1,5,Megan Garcia,"Physicist,medical",Completed,186,0.0,20.54,Threat: Insider Threat; Type: Insider; Asset: Gamesdeveloper Cloud Storage 25 (Workstation); User: Megan Garcia; Severity: 9
74,2022-12-13 03:34:54.560393,Resolved,3,Ransomware,Malicious Code,10,12,Miningengineer Workstation 12,Database,Clinicalresearchassociate,2,1,John Nelson,Consultingcivilengineer,Pending,19,0.0,43.4,Threat: Ransomware; Type: Malicious Code; Asset: Miningengineer Workstation 12 (Database); User: John Nelson; Severity: 10
1417,2022-12-13 06:01:09.560393,Resolved,1,Phishing,Social Engineering,3,5,Planninganddevelopmentsurveyor Database 5,Database,Purchasingmanager,1,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,18,0.0,15.76,Threat: Phishing; Type: Social Engineering; Asset: Planninganddevelopmentsurveyor Database 5 (Database); User: Ashley Lester; Severity: 3
4350,2022-12-13 17:46:30.560393,Resolved,1,Phishing,Social Engineering,3,43,Electricalengineer Workstation 43,Workstation,Childpsychotherapist,6,4,Christopher Miller,"Engineer,materials",Completed,8,27.87,626.63,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Workstation 43 (Workstation); User: Christopher Miller; Severity: 3
4515,2022-12-14 09:50:03.560393,Resolved,5,Insider Threat,Insider,9,7,Fieldseismologist Server 7,Workstation,Miningengineer,1,13,Anita Wright,Fieldseismologist,Completed,44,0.0,101.05,Threat: Insider Threat; Type: Insider; Asset: Fieldseismologist Server 7 (Workstation); User: Anita Wright; Severity: 9
756,2022-12-14 10:43:06.560393,Resolved,2,Malware,Malicious Code,6,15,Childpsychotherapist Server 15,Workstation,Childpsychotherapist,1,9,Emily Soto,Themeparkmanager,Pending,38,4.3,128.72,Threat: Malware; Type: Malicious Code; Asset: Childpsychotherapist Server 15 (Workstation); User: Emily Soto; Severity: 6
3338,2022-12-14 12:20:01.560393,Resolved,2,Malware,Malicious Code,6,46,Fieldseismologist Cloud Storage 46,Database,"Administrator,CivilService",5,12,Tony Williams,"Engineer,materials",Completed,171,0.0,137.06,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Cloud Storage 46 (Database); User: Tony Williams; Severity: 6
2262,2022-12-14 20:59:32.560393,Resolved,2,Malware,Malicious Code,6,13,Databaseadministrator Cloud Storage 13,Database,Themeparkmanager,3,1,John Nelson,Consultingcivilengineer,Pending,5,0.0,12.78,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Cloud Storage 13 (Database); User: John Nelson; Severity: 6
3138,2022-12-15 03:04:35.560393,Resolved,1,Phishing,Social Engineering,3,14,Consultingcivilengineer Cloud Storage 14,Database,Miningengineer,1,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,30,2.24,43.73,Threat: Phishing; Type: Social Engineering; Asset: Consultingcivilengineer Cloud Storage 14 (Database); User: Ashley Lester; Severity: 3
3491,2022-12-15 04:13:36.560393,Closed,1,Phishing,Social Engineering,3,41,Gamesdeveloper Database 41,Server,"Administrator,CivilService",1,1,John Nelson,Consultingcivilengineer,Pending,81,0.0,12.02,Threat: Phishing; Type: Social Engineering; Asset: Gamesdeveloper Database 41 (Server); User: John Nelson; Severity: 3
4898,2022-12-15 09:03:31.560393,Resolved,2,Malware,Malicious Code,6,1,Fieldseismologist Database 1,Database,Databaseadministrator,1,1,John Nelson,Consultingcivilengineer,Pending,18,0.0,15.19,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Database 1 (Database); User: John Nelson; Severity: 6
4733,2022-12-15 18:29:51.560393,Resolved,2,Malware,Malicious Code,6,18,Purchasingmanager Server 18,Server,Consultingcivilengineer,10,15,Amy Lawrence,Miningengineer,Completed,23,80.36,693.49,Threat: Malware; Type: Malicious Code; Asset: Purchasingmanager Server 18 (Server); User: Amy Lawrence; Severity: 6
4384,2022-12-15 21:12:50.560393,Resolved,2,Malware,Malicious Code,6,4,Planninganddevelopmentsurveyor Server 4,Database,Miningengineer,2,3,Veronica Fitzgerald,Purchasingmanager,Completed,135,6.26,191.53,Threat: Malware; Type: Malicious Code; Asset: Planninganddevelopmentsurveyor Server 4 (Database); User: Veronica Fitzgerald; Severity: 6
6,2022-12-16 19:12:26.560393,Resolved,5,Insider Threat,Insider,9,49,Electricalengineer Cloud Storage 49,Cloud Storage,Electricalengineer,3,11,Shaun Ortega,Clinicalresearchassociate,Completed,49,50.38,994.35,Threat: Insider Threat; Type: Insider; Asset: Electricalengineer Cloud Storage 49 (Cloud Storage); User: Shaun Ortega; Severity: 9
4564,2022-12-17 01:30:07.560393,Resolved,1,Phishing,Social Engineering,3,12,Miningengineer Workstation 12,Database,Clinicalresearchassociate,2,7,Amy Cox,Electricalengineer,Completed,24,0.0,14.55,Threat: Phishing; Type: Social Engineering; Asset: Miningengineer Workstation 12 (Database); User: Amy Cox; Severity: 3
4761,2022-12-17 02:25:33.560393,Closed,2,Malware,Malicious Code,6,46,Fieldseismologist Cloud Storage 46,Database,"Administrator,CivilService",5,8,Alyssa Carpenter,"Administrator,CivilService",Pending,255,0.0,20.1,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Cloud Storage 46 (Database); User: Alyssa Carpenter; Severity: 6
1922,2022-12-17 23:37:23.560393,Closed,3,Ransomware,Malicious Code,10,2,"Engineer,materials Database 2",Workstation,Databaseadministrator,7,9,Emily Soto,Themeparkmanager,Pending,19,176.16,3949.26,"Threat: Ransomware; Type: Malicious Code; Asset: Engineer,materials Database 2 (Workstation); User: Emily Soto; Severity: 10"
3966,2022-12-18 01:15:59.560393,Resolved,2,Malware,Malicious Code,6,36,Consultingcivilengineer Server 36,Cloud Storage,Consultingcivilengineer,4,7,Amy Cox,Electricalengineer,Completed,79,0.0,36.74,Threat: Malware; Type: Malicious Code; Asset: Consultingcivilengineer Server 36 (Cloud Storage); User: Amy Cox; Severity: 6
837,2022-12-18 11:37:26.560393,Resolved,5,Insider Threat,Insider,9,34,Planninganddevelopmentsurveyor Cloud Storage 34,Server,Planninganddevelopmentsurveyor,4,3,Veronica Fitzgerald,Purchasingmanager,Completed,338,0.0,31.66,Threat: Insider Threat; Type: Insider; Asset: Planninganddevelopmentsurveyor Cloud Storage 34 (Server); User: Veronica Fitzgerald; Severity: 9
971,2022-12-18 21:40:31.560393,Closed,1,Phishing,Social Engineering,3,48,Planninganddevelopmentsurveyor Cloud Storage 48,Server,Gamesdeveloper,1,4,Christopher Miller,"Engineer,materials",Completed,29,0.0,17.89,Threat: Phishing; Type: Social Engineering; Asset: Planninganddevelopmentsurveyor Cloud Storage 48 (Server); User: Christopher Miller; Severity: 3
1016,2022-12-19 15:34:15.560393,Resolved,2,Malware,Malicious Code,6,7,Fieldseismologist Server 7,Workstation,Miningengineer,1,10,Eric Perez,Childpsychotherapist,Completed,161,0.0,79.34,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Server 7 (Workstation); User: Eric Perez; Severity: 6
4668,2022-12-19 19:59:24.560393,Closed,4,DoS Attack,Denial of Service,8,39,Purchasingmanager Database 39,Cloud Storage,Clinicalresearchassociate,5,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,204,0.0,29.3,Threat: DoS Attack; Type: Denial of Service; Asset: Purchasingmanager Database 39 (Cloud Storage); User: Ashley Lester; Severity: 8
2565,2022-12-21 03:26:04.560393,Resolved,1,Phishing,Social Engineering,3,41,Gamesdeveloper Database 41,Server,"Administrator,CivilService",1,8,Alyssa Carpenter,"Administrator,CivilService",Pending,17,4.03,55.49,Threat: Phishing; Type: Social Engineering; Asset: Gamesdeveloper Database 41 (Server); User: Alyssa Carpenter; Severity: 3
3603,2022-12-21 06:09:25.560393,Resolved,1,Phishing,Social Engineering,3,11,Themeparkmanager Database 11,Database,Miningengineer,1,7,Amy Cox,Electricalengineer,Completed,9,0.0,26.56,Threat: Phishing; Type: Social Engineering; Asset: Themeparkmanager Database 11 (Database); User: Amy Cox; Severity: 3
2985,2022-12-21 07:54:22.560393,Closed,2,Malware,Malicious Code,6,16,Databaseadministrator Workstation 16,Server,Purchasingmanager,3,5,Megan Garcia,"Physicist,medical",Completed,66,15.17,331.23,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Workstation 16 (Server); User: Megan Garcia; Severity: 6
3386,2022-12-22 00:29:07.560393,Resolved,2,Malware,Malicious Code,6,8,"Administrator,CivilService Database 8",Cloud Storage,Planninganddevelopmentsurveyor,6,13,Anita Wright,Fieldseismologist,Completed,817,0.0,15.1,"Threat: Malware; Type: Malicious Code; Asset: Administrator,CivilService Database 8 (Cloud Storage); User: Anita Wright; Severity: 6"
2071,2022-12-22 07:44:06.560393,Resolved,5,Insider Threat,Insider,9,33,Electricalengineer Cloud Storage 33,Workstation,Miningengineer,1,6,Jeremy Allen,Databaseadministrator,Pending,164,0.0,49.57,Threat: Insider Threat; Type: Insider; Asset: Electricalengineer Cloud Storage 33 (Workstation); User: Jeremy Allen; Severity: 9
4337,2022-12-22 13:05:35.560393,Investigating,1,Phishing,Social Engineering,3,27,"Physicist,medical Cloud Storage 27",Cloud Storage,Themeparkmanager,3,7,Amy Cox,Electricalengineer,Completed,82,0.0,9.11,"Threat: Phishing; Type: Social Engineering; Asset: Physicist,medical Cloud Storage 27 (Cloud Storage); User: Amy Cox; Severity: 3"
3119,2022-12-22 15:06:31.560393,Resolved,1,Phishing,Social Engineering,3,23,Electricalengineer Database 23,Cloud Storage,Miningengineer,4,8,Alyssa Carpenter,"Administrator,CivilService",Pending,57,0.0,41.34,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Database 23 (Cloud Storage); User: Alyssa Carpenter; Severity: 3
1844,2022-12-22 21:25:39.560393,Resolved,1,Phishing,Social Engineering,3,16,Databaseadministrator Workstation 16,Server,Purchasingmanager,3,13,Anita Wright,Fieldseismologist,Completed,26,0.0,7.09,Threat: Phishing; Type: Social Engineering; Asset: Databaseadministrator Workstation 16 (Server); User: Anita Wright; Severity: 3
3280,2022-12-22 22:40:17.560393,Closed,2,Malware,Malicious Code,6,33,Electricalengineer Cloud Storage 33,Workstation,Miningengineer,1,4,Christopher Miller,"Engineer,materials",Completed,29,3.4,102.65,Threat: Malware; Type: Malicious Code; Asset: Electricalengineer Cloud Storage 33 (Workstation); User: Christopher Miller; Severity: 6
1761,2022-12-23 08:07:43.560393,Resolved,2,Malware,Malicious Code,6,39,Purchasingmanager Database 39,Cloud Storage,Clinicalresearchassociate,5,12,Tony Williams,"Engineer,materials",Completed,50,148.67,4175.05,Threat: Malware; Type: Malicious Code; Asset: Purchasingmanager Database 39 (Cloud Storage); User: Tony Williams; Severity: 6
2363,2022-12-24 05:58:07.560393,Resolved,3,Ransomware,Malicious Code,10,16,Databaseadministrator Workstation 16,Server,Purchasingmanager,3,5,Megan Garcia,"Physicist,medical",Completed,74,20.82,348.52,Threat: Ransomware; Type: Malicious Code; Asset: Databaseadministrator Workstation 16 (Server); User: Megan Garcia; Severity: 10
2374,2022-12-24 18:27:45.560393,Resolved,2,Malware,Malicious Code,6,8,"Administrator,CivilService Database 8",Cloud Storage,Planninganddevelopmentsurveyor,6,7,Amy Cox,Electricalengineer,Completed,333,0.0,18.96,"Threat: Malware; Type: Malicious Code; Asset: Administrator,CivilService Database 8 (Cloud Storage); User: Amy Cox; Severity: 6"
2621,2022-12-24 21:11:39.560393,Resolved,1,Phishing,Social Engineering,3,30,Electricalengineer Cloud Storage 30,Workstation,Purchasingmanager,2,4,Christopher Miller,"Engineer,materials",Completed,146,0.0,9.19,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Cloud Storage 30 (Workstation); User: Christopher Miller; Severity: 3
687,2022-12-24 21:44:29.560393,Resolved,1,Phishing,Social Engineering,3,35,Gamesdeveloper Cloud Storage 35,Workstation,Consultingcivilengineer,5,6,Jeremy Allen,Databaseadministrator,Pending,23,5.57,119.79,Threat: Phishing; Type: Social Engineering; Asset: Gamesdeveloper Cloud Storage 35 (Workstation); User: Jeremy Allen; Severity: 3
4339,2022-12-25 05:31:16.560393,Resolved,2,Malware,Malicious Code,6,36,Consultingcivilengineer Server 36,Cloud Storage,Consultingcivilengineer,4,1,John Nelson,Consultingcivilengineer,Pending,39,47.36,1725.26,Threat: Malware; Type: Malicious Code; Asset: Consultingcivilengineer Server 36 (Cloud Storage); User: John Nelson; Severity: 6
1086,2022-12-25 22:37:07.560393,Resolved,2,Malware,Malicious Code,6,36,Consultingcivilengineer Server 36,Cloud Storage,Consultingcivilengineer,4,13,Anita Wright,Fieldseismologist,Completed,49,0.0,46.4,Threat: Malware; Type: Malicious Code; Asset: Consultingcivilengineer Server 36 (Cloud Storage); User: Anita Wright; Severity: 6
2026,2022-12-26 12:16:30.560393,Resolved,5,Insider Threat,Insider,9,16,Databaseadministrator Workstation 16,Server,Purchasingmanager,3,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,232,9.07,417.0,Threat: Insider Threat; Type: Insider; Asset: Databaseadministrator Workstation 16 (Server); User: Ashley Lester; Severity: 9
3837,2022-12-26 14:24:14.560393,Investigating,1,Phishing,Social Engineering,3,43,Electricalengineer Workstation 43,Workstation,Childpsychotherapist,6,8,Alyssa Carpenter,"Administrator,CivilService",Pending,49,0.0,7.93,Threat: Phishing; Type: Social Engineering; Asset: Electricalengineer Workstation 43 (Workstation); User: Alyssa Carpenter; Severity: 3
3234,2022-12-27 01:36:33.560393,Resolved,1,Phishing,Social Engineering,3,47,Databaseadministrator Database 47,Workstation,"Engineer,materials",1,6,Jeremy Allen,Databaseadministrator,Pending,11,0.0,10.16,Threat: Phishing; Type: Social Engineering; Asset: Databaseadministrator Database 47 (Workstation); User: Jeremy Allen; Severity: 3
4882,2022-12-27 12:17:24.560393,Resolved,2,Malware,Malicious Code,6,11,Themeparkmanager Database 11,Database,Miningengineer,1,8,Alyssa Carpenter,"Administrator,CivilService",Pending,351,6.5,213.16,Threat: Malware; Type: Malicious Code; Asset: Themeparkmanager Database 11 (Database); User: Alyssa Carpenter; Severity: 6
727,2022-12-27 12:17:43.560393,Resolved,1,Phishing,Social Engineering,3,37,Fieldseismologist Workstation 37,Database,Gamesdeveloper,3,5,Megan Garcia,"Physicist,medical",Completed,41,0.0,16.2,Threat: Phishing; Type: Social Engineering; Asset: Fieldseismologist Workstation 37 (Database); User: Megan Garcia; Severity: 3
2868,2022-12-27 17:09:15.560393,Resolved,2,Malware,Malicious Code,6,1,Fieldseismologist Database 1,Database,Databaseadministrator,1,14,Ashley Lester,Planninganddevelopmentsurveyor,Completed,215,0.0,8.7,Threat: Malware; Type: Malicious Code; Asset: Fieldseismologist Database 1 (Database); User: Ashley Lester; Severity: 6
4353,2022-12-28 04:23:32.560393,Resolved,1,Phishing,Social Engineering,3,45,Purchasingmanager Database 45,Database,"Engineer,materials",6,13,Anita Wright,Fieldseismologist,Completed,11,0.0,9.82,Threat: Phishing; Type: Social Engineering; Asset: Purchasingmanager Database 45 (Database); User: Anita Wright; Severity: 3
3451,2022-12-28 05:48:39.560393,Resolved,3,Ransomware,Malicious Code,10,32,Clinicalresearchassociate Cloud Storage 32,Workstation,Databaseadministrator,4,9,Emily Soto,Themeparkmanager,Pending,14,91.95,1695.91,Threat: Ransomware; Type: Malicious Code; Asset: Clinicalresearchassociate Cloud Storage 32 (Workstation); User: Emily Soto; Severity: 10
4000,2022-12-29 01:45:23.560393,Resolved,1,Phishing,Social Engineering,3,1,Fieldseismologist Database 1,Database,Databaseadministrator,1,9,Emily Soto,Themeparkmanager,Pending,6,0.0,9.13,Threat: Phishing; Type: Social Engineering; Asset: Fieldseismologist Database 1 (Database); User: Emily Soto; Severity: 3
154,2022-12-29 04:37:20.560393,Resolved,2,Malware,Malicious Code,6,44,Purchasingmanager Server 44,Database,Fieldseismologist,1,15,Amy Lawrence,Miningengineer,Completed,118,0.0,30.95,Threat: Malware; Type: Malicious Code; Asset: Purchasingmanager Server 44 (Database); User: Amy Lawrence; Severity: 6
3804,2022-12-30 02:10:36.560393,Resolved,5,Insider Threat,Insider,9,23,Electricalengineer Database 23,Cloud Storage,Miningengineer,4,8,Alyssa Carpenter,"Administrator,CivilService",Pending,81,90.28,2140.41,Threat: Insider Threat; Type: Insider; Asset: Electricalengineer Database 23 (Cloud Storage); User: Alyssa Carpenter; Severity: 9
1963,2022-12-30 04:12:31.560393,Resolved,1,Phishing,Social Engineering,3,41,Gamesdeveloper Database 41,Server,"Administrator,CivilService",1,5,Megan Garcia,"Physicist,medical",Completed,83,0.0,23.03,Threat: Phishing; Type: Social Engineering; Asset: Gamesdeveloper Database 41 (Server); User: Megan Garcia; Severity: 3
2668,2022-12-30 22:02:46.560393,Resolved,2,Malware,Malicious Code,6,13,Databaseadministrator Cloud Storage 13,Database,Themeparkmanager,3,12,Tony Williams,"Engineer,materials",Completed,14,0.0,43.84,Threat: Malware; Type: Malicious Code; Asset: Databaseadministrator Cloud Storage 13 (Database); User: Tony Williams; Severity: 6
4766,2022-12-31 02:59:12.560393,Closed,1,Phishing,Social Engineering,3,35,Gamesdeveloper Cloud Storage 35,Workstation,Consultingcivilengineer,5,4,Christopher Miller,"Engineer,materials",Completed,47,8.82,188.96,Threat: Phishing; Type: Social Engineering; Asset: Gamesdeveloper Cloud Storage 35 (Workstation); User: Christopher Miller; Severity: 3
1736,2023-01-02 13:41:55.560393,Resolved,4,DoS Attack,Denial of Service,8,47,Databaseadministrator Database 47,Workstation,"Engineer,materials",1,6,Jeremy Allen,Databaseadministrator,Pending,109,0.0,62.52,Threat: DoS Attack; Type: Denial of Service; Asset: Databaseadministrator Database 47 (Workstation); User: Jeremy Allen; Severity: 8
